BookingCode,GuestCount,BookingDate,BookingStartTime,BookingEndTime,Duration,CreatedOn,TableCode
10426609,6,2023-03-09,68400,76499,8100,2023-03-02 18:30:04.670,20819
10427024,6,2023-03-09,70200,78299,8100,2023-03-02 19:16:00.063,20840
10440182,3,2023-03-09,46800,54899,8100,2023-03-04 21:47:31.077,20831
10462263,1,2023-03-09,63900,70199,6300,2023-03-09 17:48:53.547,20827
10463279,2,2023-03-09,72000,78299,6300,2023-03-09 19:59:04.053,20827
10463592,4,2023-03-09,75600,85499,9900,2023-03-09 21:00:07.197,20826
10463592,4,2023-03-09,75600,85499,9900,2023-03-09 21:00:07.197,20827
10457496,2,2023-03-09,49500,55799,6300,2023-03-08 17:49:25.953,20826
10456761,2,2023-03-10,63000,69299,6300,2023-03-08 15:45:25.870,20825
10451067,2,2023-03-10,65700,71999,6300,2023-03-07 13:22:40.513,20829
10458558,4,2023-03-10,64800,72899,8100,2023-03-08 20:02:44.810,20831
10468521,2,2023-03-10,68400,74699,6300,2023-03-10 18:56:35.920,20832
10468529,2,2023-03-10,68400,74699,6300,2023-03-10 18:57:20.940,20834
10468579,2,2023-03-10,68400,74699,6300,2023-03-10 19:01:55.030,20815
10468597,2,2023-03-10,73800,80099,6300,2023-03-10 19:04:00.967,20833
10468767,4,2023-03-10,73800,81899,8100,2023-03-10 19:24:33.667,20832
10468791,2,2023-03-10,70200,76499,6300,2023-03-10 19:27:16.877,20835
10468824,2,2023-03-10,70200,76499,6300,2023-03-10 19:31:40.110,20813
10468896,2,2023-03-10,71100,77399,6300,2023-03-10 19:39:04.823,20831
10468915,2,2023-03-10,71100,77399,6300,2023-03-10 19:40:52.660,20818
10469101,3,2023-03-10,74700,82799,8100,2023-03-10 20:05:18.757,20834
10469115,2,2023-03-10,72000,78299,6300,2023-03-10 20:06:48.890,20819
10469125,2,2023-03-10,72000,78299,6300,2023-03-10 20:07:34.807,20838
10469126,2,2023-03-10,72000,78299,6300,2023-03-10 20:07:39.947,20825
10469165,2,2023-03-10,72900,79199,6300,2023-03-10 20:14:20.320,20824
10469353,2,2023-03-10,74700,80999,6300,2023-03-10 20:49:55.637,20823
10463761,2,2023-03-10,70200,76499,6300,2023-03-09 21:46:18.417,20828
10464126,2,2023-03-10,54000,60299,6300,2023-03-10 08:01:23.917,20828
10464132,4,2023-03-10,71100,79199,8100,2023-03-10 08:07:32.123,20829
10466313,3,2023-03-10,51300,59399,8100,2023-03-10 14:20:42.487,20831
10466315,3,2023-03-10,51300,59399,8100,2023-03-10 14:21:04.393,20826
10467080,3,2023-03-10,58500,66599,8100,2023-03-10 16:21:42.437,20832
10468046,2,2023-03-10,64800,71099,6300,2023-03-10 18:07:02.613,20833
10468265,3,2023-03-10,66600,74699,8100,2023-03-10 18:30:28.460,20821
10432513,5,2023-03-10,70200,78299,8100,2023-03-03 18:26:23.237,20830
10439775,4,2023-03-10,72000,81899,9900,2023-03-04 20:04:11.800,20826
10439775,4,2023-03-10,72000,81899,9900,2023-03-04 20:04:11.800,20827
10428017,2,2023-03-10,63000,69299,6300,2023-03-02 22:21:16.910,20828
10428573,2,2023-03-10,70200,76499,6300,2023-03-03 09:42:06.017,20817
10427615,2,2023-03-10,69300,75599,6300,2023-03-02 20:41:06.620,20825
10461746,2,2023-03-10,63000,69299,6300,2023-03-09 16:36:23.820,20824
10472866,2,2023-03-11,54900,61199,6300,2023-03-11 15:09:56.840,20825
10473078,3,2023-03-11,55800,63899,8100,2023-03-11 15:35:49.557,20834
10471787,2,2023-03-11,59400,68399,9000,2023-03-11 13:05:57.983,20827
10471891,3,2023-03-11,47700,55799,8100,2023-03-11 13:15:25.297,20823
10472047,2,2023-03-11,48600,52199,3600,2023-03-11 13:30:37.373,20836
10472096,2,2023-03-11,48600,54899,6300,2023-03-11 13:36:03.873,20821
10472356,2,2023-03-11,50400,56699,6300,2023-03-11 14:05:26.347,20825
10472441,2,2023-03-11,51300,57599,6300,2023-03-11 14:16:38.383,20826
10472469,2,2023-03-11,51300,57599,6300,2023-03-11 14:19:39.060,20831
10472591,3,2023-03-11,55800,63899,8100,2023-03-11 14:36:13.890,20833
10473166,2,2023-03-11,72000,78299,6300,2023-03-11 15:45:25.683,20824
10473360,3,2023-03-11,58500,66599,8100,2023-03-11 16:08:44.363,20829
10473440,2,2023-03-11,58500,64799,6300,2023-03-11 16:21:30.397,20824
10473586,2,2023-03-11,59400,65699,6300,2023-03-11 16:37:52.047,20832
10473610,2,2023-03-11,60300,66599,6300,2023-03-11 16:39:46.830,20830
10473900,3,2023-03-11,62100,70199,8100,2023-03-11 17:08:36.150,20831
10474189,4,2023-03-11,67500,76499,9000,2023-03-11 17:40:23.007,20829
10474199,2,2023-03-11,63900,70199,6300,2023-03-11 17:40:51.733,20824
10474259,3,2023-03-11,63900,71999,8100,2023-03-11 17:49:03.943,20826
10474317,6,2023-03-11,64800,72899,8100,2023-03-11 17:55:19.127,20836
10474458,2,2023-03-11,65700,71999,6300,2023-03-11 18:10:52.857,20830
10474540,2,2023-03-11,65700,71999,6300,2023-03-11 18:22:44.760,20825
10474689,2,2023-03-11,67500,73799,6300,2023-03-11 18:40:04.553,20823
10474704,2,2023-03-11,67500,73799,6300,2023-03-11 18:41:38.240,20820
10474713,3,2023-03-11,67500,75599,8100,2023-03-11 18:42:37.463,20815
10474714,2,2023-03-11,67500,73799,6300,2023-03-11 18:42:42.963,20817
10474795,5,2023-03-11,68400,76499,8100,2023-03-11 18:55:50.240,20814
10474863,2,2023-03-11,68400,74699,6300,2023-03-11 19:05:20.727,20818
10474870,2,2023-03-11,70200,79199,9000,2023-03-11 19:06:52.470,20816
10474923,2,2023-03-11,69300,75599,6300,2023-03-11 19:17:55.427,20827
10474982,4,2023-03-11,70200,78299,8100,2023-03-11 19:26:16.807,20832
10471552,2,2023-03-11,45900,52199,6300,2023-03-11 12:45:51.053,20825
10471557,1,2023-03-11,45900,52199,6300,2023-03-11 12:46:14.737,20818
10471630,2,2023-03-11,46800,53099,6300,2023-03-11 12:53:36.870,20836
10475101,2,2023-03-11,71100,77399,6300,2023-03-11 19:46:45.473,20821
10475157,3,2023-03-11,72000,80099,8100,2023-03-11 19:57:57.487,20819
10475325,4,2023-03-11,73800,81899,8100,2023-03-11 20:33:50.037,20829
10427756,2,2023-03-11,46800,53099,6300,2023-03-02 21:05:45.017,20826
10440046,2,2023-03-11,63000,69299,6300,2023-03-04 20:58:23.320,20833
10444672,5,2023-03-11,68400,76499,8100,2023-03-05 20:10:40.633,20837
10451392,1,2023-03-11,63000,71999,9000,2023-03-07 14:13:45.060,21172
10449216,4,2023-03-11,43200,51299,8100,2023-03-06 21:16:18.807,20834
10449656,2,2023-03-11,72000,78299,6300,2023-03-07 08:00:10.527,20825
10470154,3,2023-03-11,47700,55799,8100,2023-03-11 09:29:55.480,20833
10464410,5,2023-03-11,69300,77399,8100,2023-03-10 09:46:29.223,20833
10464454,2,2023-03-11,66600,72899,6300,2023-03-10 09:54:37.190,20832
10465609,2,2023-03-11,57600,63899,6300,2023-03-10 12:53:25.533,20828
10465713,2,2023-03-11,45900,52199,6300,2023-03-10 13:06:15.310,20828
10463663,4,2023-03-11,70200,78299,8100,2023-03-09 21:21:49.237,20826
10463663,4,2023-03-11,70200,78299,8100,2023-03-09 21:21:49.237,20827
10458644,3,2023-03-11,68400,76499,8100,2023-03-08 20:19:39.710,20813
10460668,4,2023-03-11,70200,80099,9900,2023-03-09 13:09:57.797,20838
10460668,2,2023-03-11,70200,80099,9900,2023-03-09 13:09:57.797,20839
10460668,4,2023-03-11,70200,80099,9900,2023-03-09 13:09:57.797,20840
10463438,2,2023-03-11,65700,71999,6300,2023-03-09 20:25:44.647,20824
10462720,2,2023-03-11,73800,82799,9000,2023-03-09 18:41:31.563,20823
10449995,3,2023-03-11,68400,76499,8100,2023-03-07 10:11:25.533,20834
10454196,4,2023-03-11,56700,65699,9000,2023-03-07 21:29:54.273,20826
10457480,4,2023-03-11,70200,78299,8100,2023-03-08 17:47:37.367,20835
10455041,2,2023-03-11,64800,71099,6300,2023-03-08 10:52:23.893,20828
10456547,4,2023-03-12,63900,71999,8100,2023-03-08 14:56:52.817,20827
10469792,4,2023-03-12,46800,54899,8100,2023-03-10 23:46:04.673,20833
10448103,5,2023-03-12,59400,67499,8100,2023-03-06 18:09:15.737,20829
10472779,2,2023-03-12,46800,53099,6300,2023-03-11 14:59:15.250,20823
10476237,2,2023-03-12,68400,74699,6300,2023-03-12 10:26:52.087,20830
10477863,2,2023-03-12,52200,58499,6300,2023-03-12 14:30:57.980,20823
10477865,6,2023-03-12,52200,60299,8100,2023-03-12 14:31:16.450,20840
10478163,2,2023-03-12,66600,75599,9000,2023-03-12 15:17:34.893,20831
10476991,2,2023-03-12,45000,51299,6300,2023-03-12 12:37:19.847,20830
10477078,2,2023-03-12,45900,52199,6300,2023-03-12 12:48:48.313,20829
10477081,3,2023-03-12,45900,53999,8100,2023-03-12 12:49:06.453,20832
10477084,2,2023-03-12,45900,52199,6300,2023-03-12 12:49:20.050,20827
10477246,3,2023-03-12,47700,55799,8100,2023-03-12 13:08:31.833,20826
10477543,2,2023-03-12,49500,55799,6300,2023-03-12 13:44:06.653,20835
10477590,3,2023-03-12,49500,57599,8100,2023-03-12 13:50:12.540,20831
10479406,4,2023-03-12,66600,72899,6300,2023-03-12 18:25:42.023,20833
10479406,4,2023-03-12,66600,72899,6300,2023-03-12 18:25:42.023,20835
10479933,2,2023-03-12,72000,78299,6300,2023-03-12 20:04:29.033,20823
10478262,2,2023-03-12,66600,72899,6300,2023-03-12 15:35:33.183,20829
10478432,4,2023-03-12,65700,75599,9900,2023-03-12 15:59:30.397,20826
10478432,4,2023-03-12,65700,75599,9900,2023-03-12 15:59:30.397,20827
10478883,2,2023-03-12,62100,68399,6300,2023-03-12 17:08:46.733,20824
10478918,2,2023-03-12,62100,68399,6300,2023-03-12 17:13:41.753,20828
10479023,2,2023-03-12,63000,69299,6300,2023-03-12 17:26:14.413,20832
10481366,2,2023-03-13,44100,50399,6300,2023-03-13 12:13:22.140,20830
10481489,2,2023-03-13,45000,51299,6300,2023-03-13 12:29:10.113,20813
10481678,2,2023-03-13,46800,53099,6300,2023-03-13 12:55:05.067,20832
10482364,2,2023-03-13,53100,59399,6300,2023-03-13 14:47:46.297,20826
10483243,2,2023-03-13,63000,69299,6300,2023-03-13 17:31:39.553,20832
10483268,1,2023-03-13,63000,69299,6300,2023-03-13 17:34:05.567,20830
10483675,4,2023-03-13,66600,74699,8100,2023-03-13 18:25:52.430,20830
10483804,1,2023-03-13,67500,73799,6300,2023-03-13 18:44:23.713,20824
10484214,4,2023-03-13,71100,77399,6300,2023-03-13 19:41:51.477,20826
10484214,2,2023-03-13,71100,77399,6300,2023-03-13 19:41:51.477,20828
10484215,3,2023-03-13,71100,79199,8100,2023-03-13 19:42:05.600,20832
10484218,3,2023-03-13,71100,79199,8100,2023-03-13 19:43:06.040,20831
10484233,2,2023-03-13,71100,77399,6300,2023-03-13 19:44:56.847,20830
10483019,2,2023-03-13,61200,67499,6300,2023-03-13 16:56:53.487,20823
10484350,1,2023-03-13,72000,78299,6300,2023-03-13 20:04:45.347,20828
10484435,3,2023-03-13,72900,80999,8100,2023-03-13 20:15:53.543,20836
10449723,2,2023-03-13,48600,54899,6300,2023-03-07 08:41:52.483,20828
10486175,3,2023-03-14,45000,53099,8100,2023-03-14 12:29:15.890,20830
10486395,2,2023-03-14,46800,53099,6300,2023-03-14 12:56:45.023,20832
10486545,2,2023-03-14,47700,53999,6300,2023-03-14 13:18:34.230,20826
10486802,2,2023-03-14,50400,56699,6300,2023-03-14 13:58:25.277,20835
10485810,4,2023-03-15,62100,70199,8100,2023-03-14 11:35:40.507,20832
10487443,4,2023-03-15,48600,56699,8100,2023-03-14 16:08:45.347,20833
10487997,2,2023-03-15,66600,74699,8100,2023-03-14 17:41:23.413,20839
10487997,4,2023-03-15,66600,74699,8100,2023-03-14 17:41:23.413,20840
10488575,2,2023-03-15,64800,71099,6300,2023-03-14 18:55:08.940,20834
10490081,3,2023-03-15,66600,74699,8100,2023-03-15 09:17:11.583,20835
10490218,5,2023-03-15,61200,69299,8100,2023-03-15 10:05:24.900,20826
10482586,2,2023-03-15,64800,71099,6300,2023-03-13 15:31:14.760,20826
10481232,5,2023-03-15,63000,71099,8100,2023-03-13 11:50:32.187,20829
10476986,5,2023-03-15,72000,80099,8100,2023-03-12 12:36:42.020,20836
10473104,2,2023-03-15,62100,71099,9000,2023-03-11 15:38:45.947,20824
10449760,3,2023-03-15,64800,72899,8100,2023-03-07 09:00:03.757,20833
10448263,4,2023-03-15,70200,79199,9000,2023-03-06 18:30:38.107,20815
10451461,1,2023-03-15,72000,80999,9000,2023-03-07 14:26:29.523,21171
10446342,2,2023-03-15,70200,76499,6300,2023-03-06 12:58:15.627,20834
10425521,2,2023-03-15,68400,74699,6300,2023-03-02 16:17:19.413,20824
10451154,2,2023-03-15,70200,79199,9000,2023-03-07 13:37:24.963,21172
10491780,2,2023-03-15,62100,68399,6300,2023-03-15 14:28:00.787,20823
10492392,2,2023-03-15,59400,65699,6300,2023-03-15 16:26:02.687,20830
10492557,4,2023-03-15,60300,68399,8100,2023-03-15 16:51:59.070,20827
10492603,2,2023-03-15,61200,67499,6300,2023-03-15 16:57:37.677,20828
10492668,1,2023-03-15,62100,68399,6300,2023-03-15 17:08:11.097,20817
10492864,2,2023-03-15,63000,69299,6300,2023-03-15 17:32:23.407,20825
10492876,2,2023-03-15,63000,69299,6300,2023-03-15 17:33:22.317,20813
10492878,1,2023-03-15,63000,69299,6300,2023-03-15 17:33:34.817,20818
10492918,2,2023-03-15,63900,70199,6300,2023-03-15 17:39:23.270,20831
10493255,2,2023-03-15,65700,71999,6300,2023-03-15 18:18:27.677,20821
10493522,3,2023-03-15,67500,75599,8100,2023-03-15 18:48:51.183,20830
10493597,2,2023-03-15,68400,74699,6300,2023-03-15 18:59:23.990,20825
10493609,2,2023-03-15,68400,74699,6300,2023-03-15 19:00:51.017,20828
10493991,1,2023-03-15,71100,77399,6300,2023-03-15 19:47:26.850,20817
10494030,2,2023-03-15,72000,78299,6300,2023-03-15 19:53:27.340,20830
10494083,4,2023-03-15,72000,80099,8100,2023-03-15 20:02:19.647,20832
10494139,3,2023-03-15,72900,80999,8100,2023-03-15 20:12:20.987,20821
10495127,2,2023-03-16,45000,51299,6300,2023-03-16 09:39:27.967,20825
10495366,5,2023-03-16,67500,75599,8100,2023-03-16 10:41:16.280,20830
10495428,2,2023-03-16,45000,51299,6300,2023-03-16 10:54:02.487,20831
10496676,2,2023-03-16,68400,74699,6300,2023-03-16 14:06:06.280,20823
10496461,2,2023-03-16,48600,54899,6300,2023-03-16 13:29:24.870,20836
10496463,5,2023-03-16,48600,56699,8100,2023-03-16 13:29:44.637,20832
10496660,2,2023-03-16,50400,56699,6300,2023-03-16 14:04:11.070,20831
10497740,3,2023-03-16,62100,70199,8100,2023-03-16 17:12:48.063,20831
10497832,2,2023-03-16,63000,69299,6300,2023-03-16 17:23:20.957,20825
10498315,4,2023-03-16,66600,76499,9900,2023-03-16 18:17:43.203,20838
10498315,2,2023-03-16,66600,76499,9900,2023-03-16 18:17:43.203,20839
10498315,4,2023-03-16,66600,76499,9900,2023-03-16 18:17:43.203,20840
10498890,2,2023-03-16,69300,75599,6300,2023-03-16 19:22:44.073,20835
10499013,2,2023-03-16,71100,77399,6300,2023-03-16 19:39:03.273,20824
10499352,2,2023-03-16,73800,80099,6300,2023-03-16 20:31:13.827,20828
10499420,2,2023-03-16,74700,80999,6300,2023-03-16 20:43:02.667,20833
10499236,6,2023-03-16,72900,80999,8100,2023-03-16 20:09:46.367,20831
10454329,4,2023-03-16,70200,78299,8100,2023-03-07 22:08:27.903,20819
10484649,4,2023-03-16,66600,74699,8100,2023-03-13 21:03:27.260,20827
10483232,2,2023-03-16,63000,69299,6300,2023-03-13 17:30:19.807,20828
10490119,2,2023-03-16,66600,72899,6300,2023-03-15 09:32:59.007,20824
10489621,2,2023-03-16,69300,75599,6300,2023-03-14 22:11:09.377,20825
10486143,3,2023-03-16,64800,72899,8100,2023-03-14 12:25:53.740,20826
10485110,2,2023-03-16,64800,71099,6300,2023-03-14 07:40:06.463,20834
10485198,6,2023-03-16,68400,76499,8100,2023-03-14 08:39:06.060,20829
10487200,3,2023-03-16,62100,70199,8100,2023-03-14 15:15:01.423,20832
10487218,4,2023-03-17,71100,79199,8100,2023-03-14 15:18:33.133,20833
10482915,5,2023-03-17,64800,71099,6300,2023-03-13 16:35:38.133,20813
10488967,2,2023-03-17,74700,80999,6300,2023-03-14 19:51:30.983,20828
10489211,5,2023-03-17,69300,77399,8100,2023-03-14 20:33:11.843,20823
10484773,2,2023-03-17,72900,79199,6300,2023-03-13 21:35:33.360,20824
10484263,2,2023-03-17,55800,62099,6300,2023-03-13 19:50:56.603,20834
10482815,2,2023-03-17,68400,77399,9000,2023-03-13 16:17:06.713,20828
10479817,4,2023-03-17,70200,78299,8100,2023-03-12 19:38:40.413,20829
10479917,5,2023-03-17,73800,81899,8100,2023-03-12 19:59:16.593,20837
10422681,2,2023-03-17,68400,74699,6300,2023-03-01 22:49:29.410,20825
10433773,2,2023-03-17,68400,74699,6300,2023-03-03 21:26:54.500,20821
10499883,2,2023-03-17,73800,80099,6300,2023-03-16 23:02:30.720,20829
10499734,2,2023-03-17,65700,71999,6300,2023-03-16 22:01:13.330,20825
10500473,6,2023-03-17,65700,73799,8100,2023-03-17 10:13:19.520,20837
10500528,4,2023-03-17,66600,74699,8100,2023-03-17 10:25:21.867,20830
10499312,2,2023-03-17,71100,77399,6300,2023-03-16 20:23:10.933,20839
10501058,1,2023-03-17,44100,50399,6300,2023-03-17 12:12:16.500,20824
10501105,5,2023-03-17,44100,52199,8100,2023-03-17 12:16:26.017,20827
10501291,2,2023-03-17,45000,51299,6300,2023-03-17 12:32:35.870,20831
10501692,2,2023-03-17,61200,67499,6300,2023-03-17 13:22:27.467,20828
10501732,2,2023-03-17,48600,54899,6300,2023-03-17 13:26:40.567,20830
10501733,2,2023-03-17,48600,54899,6300,2023-03-17 13:26:46.947,20833
10501754,2,2023-03-17,48600,54899,6300,2023-03-17 13:28:27.267,20839
10501809,3,2023-03-17,61200,69299,8100,2023-03-17 13:36:08.210,20832
10502187,2,2023-03-17,52200,58499,6300,2023-03-17 14:30:06.177,20827
10502323,2,2023-03-17,53100,59399,6300,2023-03-17 14:51:45.050,20831
10502332,2,2023-03-17,54000,60299,6300,2023-03-17 14:53:36.660,20814
10502445,2,2023-03-17,73800,80099,6300,2023-03-17 15:11:35.277,20838
10502596,4,2023-03-17,70200,78299,8100,2023-03-17 15:38:26.087,20836
10502652,2,2023-03-17,56700,62999,6300,2023-03-17 15:47:50.330,20827
10502382,2,2023-03-17,54000,60299,6300,2023-03-17 15:01:35.603,20824
10502709,2,2023-03-17,57600,63899,6300,2023-03-17 15:56:13.893,20817
10502737,2,2023-03-17,57600,63899,6300,2023-03-17 15:58:50.537,20824
10503496,3,2023-03-17,63000,71099,8100,2023-03-17 17:30:48.347,20827
10503626,2,2023-03-17,63900,70199,6300,2023-03-17 17:45:53.210,20833
10503629,3,2023-03-17,63900,69299,5400,2023-03-17 17:46:16.243,20835
10503799,3,2023-03-17,64800,70199,5400,2023-03-17 18:03:16.533,20831
10504051,2,2023-03-17,66600,71999,5400,2023-03-17 18:25:38.023,20817
10498345,4,2023-03-17,72000,80099,8100,2023-03-16 18:21:12.557,20815
10498312,3,2023-03-17,72000,80099,8100,2023-03-16 18:17:32.220,20827
10498666,2,2023-03-17,67500,73799,6300,2023-03-16 18:52:27.423,21298
10498055,4,2023-03-17,67500,75599,8100,2023-03-16 17:52:00.443,20832
10496668,3,2023-03-17,43200,51299,8100,2023-03-16 14:05:06.160,20829
10496929,2,2023-03-17,67500,73799,6300,2023-03-16 14:56:07.063,20824
10497094,3,2023-03-17,64800,72899,8100,2023-03-16 15:27:47.817,20823
10495917,2,2023-03-17,68400,74699,6300,2023-03-16 12:19:49.463,20816
10495472,3,2023-03-17,70200,78299,8100,2023-03-16 11:01:33.013,20826
10495288,2,2023-03-17,45000,51299,6300,2023-03-16 10:21:36.090,20825
10494517,4,2023-03-17,68400,76499,8100,2023-03-15 21:22:35.573,20840
10492978,4,2023-03-17,71100,79199,8100,2023-03-15 17:47:35.347,20831
10492980,4,2023-03-17,69300,77399,8100,2023-03-15 17:47:58.717,20834
10504083,4,2023-03-17,66600,74699,8100,2023-03-17 18:29:18.063,20819
10504112,2,2023-03-17,66600,71999,5400,2023-03-17 18:32:31.880,20839
10504145,2,2023-03-17,66600,70199,3600,2023-03-17 18:35:44.893,20835
10504153,2,2023-03-17,66600,72899,6300,2023-03-17 18:36:41.683,21171
10504289,2,2023-03-17,67500,71099,3600,2023-03-17 18:52:05.610,20833
10504378,4,2023-03-17,68400,73799,5400,2023-03-17 19:00:44.390,20814
10504416,2,2023-03-17,74700,80999,6300,2023-03-17 19:04:13.107,20834
10504537,4,2023-03-17,75600,83699,8100,2023-03-17 19:17:28.670,20832
10504646,2,2023-03-17,70200,76499,6300,2023-03-17 19:31:43.243,20817
10504889,4,2023-03-17,75600,83699,8100,2023-03-17 20:04:28.890,20830
10505112,2,2023-03-17,74700,80999,6300,2023-03-17 20:43:45.827,20823
10504895,4,2023-03-18,45900,53999,8100,2023-03-17 20:04:39.170,20835
10505445,2,2023-03-18,63900,70199,6300,2023-03-17 22:25:04.567,20817
10505472,2,2023-03-18,45900,52199,6300,2023-03-17 22:41:31.067,20825
10505979,4,2023-03-18,63900,71999,8100,2023-03-18 09:53:30.370,20833
10506130,2,2023-03-18,47700,53999,6300,2023-03-18 10:24:08.033,20839
10506469,2,2023-03-18,47700,53999,6300,2023-03-18 11:26:58.037,21299
10506615,2,2023-03-18,61200,67499,6300,2023-03-18 11:47:56.843,20828
10506772,2,2023-03-18,69300,75599,6300,2023-03-18 12:07:12.050,21298
10506869,2,2023-03-18,62100,68399,6300,2023-03-18 12:16:39.090,20825
10506941,2,2023-03-18,45000,51299,6300,2023-03-18 12:23:52.407,20836
10506946,2,2023-03-18,45000,51299,6300,2023-03-18 12:24:12.313,20829
10506968,2,2023-03-18,45000,51299,6300,2023-03-18 12:26:32.070,20831
10507078,2,2023-03-18,47700,53999,6300,2023-03-18 12:37:29.440,20817
10507140,2,2023-03-18,71100,80099,9000,2023-03-18 12:44:56.537,20824
10507297,3,2023-03-18,46800,54899,8100,2023-03-18 13:00:05.260,20815
10507368,3,2023-03-18,46800,54899,8100,2023-03-18 13:07:00.763,20813
10507409,3,2023-03-18,47700,55799,8100,2023-03-18 13:08:54.950,20830
10507416,4,2023-03-18,47700,55799,8100,2023-03-18 13:10:00.987,20821
10507495,2,2023-03-18,47700,53999,6300,2023-03-18 13:18:56.917,20828
10505834,2,2023-03-18,71100,77399,6300,2023-03-18 09:06:22.270,20839
10507572,2,2023-03-18,48600,54899,6300,2023-03-18 13:28:10.220,20816
10507606,2,2023-03-18,48600,54899,6300,2023-03-18 13:31:00.693,20820
10507640,2,2023-03-18,48600,54899,6300,2023-03-18 13:34:48.403,20827
10507662,2,2023-03-18,48600,54899,6300,2023-03-18 13:37:05.857,20835
10507666,2,2023-03-18,48600,54899,6300,2023-03-18 13:37:56.987,20833
10507730,3,2023-03-18,49500,57599,8100,2023-03-18 13:45:49.127,20829
10507750,2,2023-03-18,49500,55799,6300,2023-03-18 13:47:44.133,20838
10507752,2,2023-03-18,51300,57599,6300,2023-03-18 13:48:00.293,20818
10507808,4,2023-03-18,61200,68399,7200,2023-03-18 13:54:24.763,20826
10507886,2,2023-03-18,50400,56699,6300,2023-03-18 14:03:19.793,20813
10507895,2,2023-03-18,50400,56699,6300,2023-03-18 14:04:14.970,20831
10507935,2,2023-03-18,73800,80099,6300,2023-03-18 14:08:43.540,20813
10507989,4,2023-03-18,51300,59399,8100,2023-03-18 14:15:51.763,20819
