BookingCode,GuestCount,BookingDate,BookingStartTime,BookingEndTime,Duration,CreatedOn,TableCode
12190432,2,2024-01-27,64800,71099,6300,2024-01-27 14:23:31.517,23127
12190465,2,2024-01-27,52200,58499,6300,2024-01-27 14:26:50.253,23131
12190541,2,2024-01-27,52200,58499,6300,2024-01-27 14:33:48.543,23121
12190752,2,2024-01-27,54000,60299,6300,2024-01-27 14:57:31.047,23132
12190856,2,2024-01-27,54000,60299,6300,2024-01-27 15:07:35.233,23112
12190929,2,2024-01-27,54900,61199,6300,2024-01-27 15:14:15.397,23126
12190936,5,2024-01-27,54900,62099,7200,2024-01-27 15:14:52.163,23108
12190945,2,2024-01-27,54900,61199,6300,2024-01-27 15:15:34.020,23120
12190951,2,2024-01-27,54900,61199,6300,2024-01-27 15:16:07.393,23125
12190969,2,2024-01-27,54900,61199,6300,2024-01-27 15:18:14.287,23130
12191092,5,2024-01-27,55800,62999,7200,2024-01-27 15:32:29.673,23109
12191135,2,2024-01-27,56700,62999,6300,2024-01-27 15:38:04.673,23124
12191143,2,2024-01-27,56700,62999,6300,2024-01-27 15:38:44.970,23127
12191205,2,2024-01-27,56700,62999,6300,2024-01-27 15:45:46.493,23131
12191264,2,2024-01-27,56700,62999,6300,2024-01-27 15:52:53.667,23118
12191286,2,2024-01-27,65700,71999,6300,2024-01-27 15:55:15.520,23110
12191301,2,2024-01-27,57600,63899,6300,2024-01-27 15:56:25.807,23113
12191310,4,2024-01-27,61200,68399,7200,2024-01-27 15:57:17.353,23403
12191320,3,2024-01-27,57600,64799,7200,2024-01-27 15:57:54.713,23097
12191340,2,2024-01-27,57600,63899,6300,2024-01-27 15:59:54.073,23129
12191823,2,2024-01-27,68400,74699,6300,2024-01-27 16:48:44.577,23125
12191824,2,2024-01-27,66600,72899,6300,2024-01-27 16:48:49.767,23103
12191843,3,2024-01-27,68400,75599,7200,2024-01-27 16:51:04.987,23124
12191847,2,2024-01-27,60300,66599,6300,2024-01-27 16:51:18.190,23100
12191851,2,2024-01-27,60300,66599,6300,2024-01-27 16:51:44.440,23127
12192035,2,2024-01-27,62100,68399,6300,2024-01-27 17:10:30.140,23109
12192039,2,2024-01-27,62100,68399,6300,2024-01-27 17:10:54.123,23112
12192073,2,2024-01-27,62100,68399,6300,2024-01-27 17:14:29.343,23125
12192148,2,2024-01-27,62100,68399,6300,2024-01-27 17:21:44.643,23119
12192188,2,2024-01-27,63000,69299,6300,2024-01-27 17:25:40.170,23118
12192222,2,2024-01-27,64800,71099,6300,2024-01-27 17:27:54.570,23101
12191385,1,2024-01-27,57600,63899,6300,2024-01-27 16:05:02.117,23130
12191587,2,2024-01-27,70200,76499,6300,2024-01-27 16:27:18.633,23119
12191733,4,2024-01-27,60300,67499,7200,2024-01-27 16:40:45.967,23111
12192322,4,2024-01-27,63000,70199,7200,2024-01-27 17:36:45.263,23120
12192341,2,2024-01-27,69300,75599,6300,2024-01-27 17:38:27.103,23110
12192387,5,2024-01-27,63900,71099,7200,2024-01-27 17:42:29.783,23107
12187466,5,2024-01-27,54000,61199,7200,2024-01-26 22:41:26.187,23115
12186211,4,2024-01-27,44100,51299,7200,2024-01-26 18:59:33.303,23111
12183819,2,2024-01-27,64800,71099,6300,2024-01-26 14:45:13.830,23130
12184601,2,2024-01-27,61200,67499,6300,2024-01-26 16:35:15.773,23126
12189070,2,2024-01-27,64800,71099,6300,2024-01-27 12:27:35.650,23129
12189130,2,2024-01-27,45000,51299,6300,2024-01-27 12:32:46.407,23127
12189226,2,2024-01-27,45900,52199,6300,2024-01-27 12:41:35.830,23128
12189229,3,2024-01-27,45900,53099,7200,2024-01-27 12:41:51.687,23117
12189359,2,2024-01-27,45900,52199,6300,2024-01-27 12:52:39.777,23129
12189368,1,2024-01-27,46800,53099,6300,2024-01-27 12:53:14.500,23126
12189424,6,2024-01-27,46800,53999,7200,2024-01-27 12:57:06.137,23108
12189494,3,2024-01-27,46800,53999,7200,2024-01-27 13:01:46.223,23124
12189536,2,2024-01-27,46800,53099,6300,2024-01-27 13:04:56.710,23130
12189538,2,2024-01-27,46800,53099,6300,2024-01-27 13:05:03.177,23132
12189565,2,2024-01-27,46800,53099,6300,2024-01-27 13:06:23.937,23112
12189676,2,2024-01-27,47700,53999,6300,2024-01-27 13:16:31.670,23128
12189679,4,2024-01-27,47700,54899,7200,2024-01-27 13:16:41.560,23121
12189715,4,2024-01-27,47700,54899,7200,2024-01-27 13:20:06.967,23113
12189804,4,2024-01-27,48600,55799,7200,2024-01-27 13:24:57.413,23122
12189855,2,2024-01-27,48600,54899,6300,2024-01-27 13:29:05.423,23131
12189979,1,2024-01-27,49500,55799,6300,2024-01-27 13:41:43.973,23126
12190020,2,2024-01-27,49500,55799,6300,2024-01-27 13:46:19.263,23119
12188285,2,2024-01-27,46800,53099,6300,2024-01-27 10:55:54.757,23110
12188396,3,2024-01-27,43200,50399,7200,2024-01-27 11:15:45.263,23121
12188413,2,2024-01-27,66600,72899,6300,2024-01-27 11:19:03.143,23123
12188742,2,2024-01-27,43200,49499,6300,2024-01-27 11:58:53.777,23119
12188792,4,2024-01-27,54900,62099,7200,2024-01-27 12:03:08.973,23111
12188853,2,2024-01-27,66600,72899,6300,2024-01-27 12:09:09.830,23132
12188968,2,2024-01-27,44100,50399,6300,2024-01-27 12:18:54.327,23130
12187752,4,2024-01-27,56700,63899,7200,2024-01-27 08:34:25.927,23117
12187774,2,2024-01-27,46800,53099,6300,2024-01-27 08:45:28.060,23120
12187802,2,2024-01-27,69300,75599,6300,2024-01-27 08:55:28.330,23102
12187893,2,2024-01-27,54000,60299,6300,2024-01-27 09:25:44.537,23128
12190161,4,2024-01-27,50400,57599,7200,2024-01-27 13:59:11.360,23123
12190164,2,2024-01-27,50400,56699,6300,2024-01-27 13:59:23.267,23111
12182538,2,2024-01-27,71100,77399,6300,2024-01-26 12:22:56.413,23117
12182577,5,2024-01-27,72000,79199,7200,2024-01-26 12:26:03.570,23108
12182402,3,2024-01-27,65700,74699,9000,2024-01-26 12:11:00.467,23104
12182402,3,2024-01-27,65700,74699,9000,2024-01-26 12:11:00.467,23105
12180991,2,2024-01-27,72900,79199,6300,2024-01-25 22:14:02.680,23111
12179692,2,2024-01-27,68400,74699,6300,2024-01-25 18:41:03.343,23121
12178337,3,2024-01-27,50400,59399,9000,2024-01-25 15:59:06.970,23104
12178337,3,2024-01-27,50400,59399,9000,2024-01-25 15:59:06.970,23105
12178354,2,2024-01-27,68400,74699,6300,2024-01-25 16:00:58.710,23118
12162303,3,2024-01-27,63000,71999,9000,2024-01-22 13:25:35.883,23113
12162303,3,2024-01-27,63000,71999,9000,2024-01-22 13:25:35.883,23115
12162303,2,2024-01-27,63000,71999,9000,2024-01-22 13:25:35.883,23117
12167495,5,2024-01-28,64800,71999,7200,2024-01-23 15:00:50.697,23108
12181169,2,2024-01-28,68400,74699,6300,2024-01-26 00:32:41.737,23130
12188108,4,2024-01-28,52200,59399,7200,2024-01-27 10:19:23.553,23118
12193888,3,2024-01-28,61200,68399,7200,2024-01-27 21:00:44.480,23110
12192614,2,2024-01-28,45900,52199,6300,2024-01-27 18:03:47.703,23127
12193142,3,2024-01-28,64800,73799,9000,2024-01-27 18:59:32.710,23104
12193142,3,2024-01-28,64800,73799,9000,2024-01-27 18:59:32.710,23105
12194894,2,2024-01-28,53100,59399,6300,2024-01-28 10:57:04.820,23120
12195654,3,2024-01-28,45900,53099,7200,2024-01-28 12:42:39.017,23110
12195656,1,2024-01-28,45900,52199,6300,2024-01-28 12:42:53.690,23123
12195746,2,2024-01-28,45900,52199,6300,2024-01-28 12:52:53.447,23121
12195851,2,2024-01-28,46800,53099,6300,2024-01-28 13:03:37.593,23115
12195860,2,2024-01-28,46800,53099,6300,2024-01-28 13:04:41.243,23117
12195867,2,2024-01-28,46800,53099,6300,2024-01-28 13:05:05.830,23111
12196048,2,2024-01-28,48600,54899,6300,2024-01-28 13:25:34.580,23121
12196146,2,2024-01-28,48600,54899,6300,2024-01-28 13:37:04.300,23120
12196407,4,2024-01-28,51300,58499,7200,2024-01-28 14:14:09.410,23111
12196416,4,2024-01-28,51300,58499,7200,2024-01-28 14:15:19.480,23113
12196456,2,2024-01-28,51300,57599,6300,2024-01-28 14:19:49.820,23127
12196776,4,2024-01-28,54000,61199,7200,2024-01-28 15:03:50.687,23121
12196781,2,2024-01-28,54000,60299,6300,2024-01-28 15:04:00.243,23128
12197088,2,2024-01-28,56700,62999,6300,2024-01-28 15:45:47.340,23110
12197393,4,2024-01-28,59400,66599,7200,2024-01-28 16:26:19.987,23111
12197396,2,2024-01-28,59400,65699,6300,2024-01-28 16:26:38.000,23117
12197409,3,2024-01-28,59400,66599,7200,2024-01-28 16:28:24.293,23125
12197687,2,2024-01-28,61200,67499,6300,2024-01-28 17:03:27.720,23128
12197857,5,2024-01-28,63000,70199,7200,2024-01-28 17:25:21.350,23107
12197892,2,2024-01-28,63000,69299,6300,2024-01-28 17:28:56.850,23127
12197895,2,2024-01-28,63000,69299,6300,2024-01-28 17:29:00.617,23129
12197897,2,2024-01-28,63000,69299,6300,2024-01-28 17:29:15.193,23123
12197898,2,2024-01-28,63000,69299,6300,2024-01-28 17:29:20.990,23113
12198489,1,2024-01-28,68400,74699,6300,2024-01-28 18:53:33.480,23128
12198685,2,2024-01-28,70200,76499,6300,2024-01-28 19:27:55.167,23126
12198690,3,2024-01-28,70200,77399,7200,2024-01-28 19:28:56.767,23121
12196589,2,2024-01-29,64800,71099,6300,2024-01-28 14:38:12.617,23099
12200312,2,2024-01-29,44100,50399,6300,2024-01-29 12:14:17.710,23126
12200371,1,2024-01-29,45000,51299,6300,2024-01-29 12:23:55.363,23129
12200958,5,2024-01-29,49500,56699,7200,2024-01-29 13:51:17.913,23108
12201626,2,2024-01-29,57600,63899,6300,2024-01-29 16:01:04.723,23127
12201648,3,2024-01-29,57600,64799,7200,2024-01-29 16:04:42.937,23121
12201991,2,2024-01-29,71100,77399,6300,2024-01-29 16:58:48.927,23118
12202338,2,2024-01-29,63900,70199,6300,2024-01-29 17:44:52.777,23127
12202506,2,2024-01-29,65700,71999,6300,2024-01-29 18:08:21.880,23128
12202637,2,2024-01-29,66600,72899,6300,2024-01-29 18:25:15.073,23119
12202805,2,2024-01-29,67500,73799,6300,2024-01-29 18:50:18.207,23127
12202846,2,2024-01-29,68400,74699,6300,2024-01-29 18:55:51.567,23121
12202850,2,2024-01-29,68400,74699,6300,2024-01-29 18:56:58.643,23109
12202858,2,2024-01-29,68400,74699,6300,2024-01-29 18:57:32.923,23111
12202872,2,2024-01-29,68400,74699,6300,2024-01-29 18:58:58.433,23105
12202936,3,2024-01-29,71100,78299,7200,2024-01-29 19:09:10.140,23120
12203353,1,2024-01-29,72900,79199,6300,2024-01-29 20:16:50.733,23126
12203376,5,2024-01-29,72900,80099,7200,2024-01-29 20:21:11.510,23107
12194710,2,2024-01-29,64800,71099,6300,2024-01-28 10:20:36.013,23126
12186576,2,2024-01-29,64800,71099,6300,2024-01-26 19:42:20.707,23129
12190190,3,2024-01-30,63000,71999,9000,2024-01-27 14:02:01.540,23104
12190190,3,2024-01-30,63000,71999,9000,2024-01-27 14:02:01.540,23105
12191785,4,2024-01-30,64800,71999,7200,2024-01-27 16:45:16.800,23109
12200380,2,2024-01-30,70200,76499,6300,2024-01-29 12:25:24.173,23128
12204995,2,2024-01-30,63900,70199,6300,2024-01-30 11:59:08.617,23101
12205242,2,2024-01-30,45000,51299,6300,2024-01-30 12:31:54.100,23125
12205246,2,2024-01-30,45000,51299,6300,2024-01-30 12:32:02.573,23128
12205289,2,2024-01-30,45900,52199,6300,2024-01-30 12:38:36.090,23119
12205357,2,2024-01-30,45900,52199,6300,2024-01-30 12:45:51.393,23128
12205497,1,2024-01-30,46800,53099,6300,2024-01-30 13:03:03.227,23121
12205579,2,2024-01-30,47700,53999,6300,2024-01-30 13:14:26.773,23117
12206858,2,2024-01-30,61200,67499,6300,2024-01-30 16:54:34.020,23128
12206862,4,2024-01-30,61200,68399,7200,2024-01-30 16:54:54.770,23108
12207464,2,2024-01-30,64800,71099,6300,2024-01-30 17:59:55.380,23128
12207468,3,2024-01-30,64800,71999,7200,2024-01-30 18:00:25.980,23120
12207593,2,2024-01-30,65700,71999,6300,2024-01-30 18:14:07.113,23128
12207638,2,2024-01-30,65700,71999,6300,2024-01-30 18:19:07.377,23126
12207641,2,2024-01-30,65700,71999,6300,2024-01-30 18:19:29.623,23110
12207659,2,2024-01-30,65700,71999,6300,2024-01-30 18:21:17.117,23111
12207665,2,2024-01-30,65700,71999,6300,2024-01-30 18:21:39.897,23123
12207366,2,2024-01-30,63900,70199,6300,2024-01-30 17:49:34.060,23127
12208417,1,2024-01-30,72000,78299,6300,2024-01-30 19:55:50.563,23121
12211652,3,2024-01-31,56700,63899,7200,2024-01-31 15:01:21.453,23121
12211726,6,2024-01-31,64800,71999,7200,2024-01-31 15:16:12.757,23108
12211734,4,2024-01-31,54900,62099,7200,2024-01-31 15:17:14.273,23109
12211737,2,2024-01-31,54900,61199,6300,2024-01-31 15:17:26.710,23119
12211804,4,2024-01-31,66600,73799,7200,2024-01-31 15:29:22.190,23118
12211818,2,2024-01-31,55800,62099,6300,2024-01-31 15:32:28.483,23120
12211874,4,2024-01-31,56700,63899,7200,2024-01-31 15:43:06.423,23111
12211881,2,2024-01-31,56700,62999,6300,2024-01-31 15:44:05.080,23127
12210676,3,2024-01-31,45900,53099,7200,2024-01-31 12:39:45.927,23105
12210676,3,2024-01-31,45900,53099,7200,2024-01-31 12:39:45.927,23106
12210961,3,2024-01-31,47700,54899,7200,2024-01-31 13:13:51.607,23110
12212046,2,2024-01-31,75600,81899,6300,2024-01-31 16:11:50.097,23120
12212505,2,2024-01-31,66600,72899,6300,2024-01-31 17:11:28.227,23120
12212672,2,2024-01-31,63000,69299,6300,2024-01-31 17:32:00.053,23128
12212680,2,2024-01-31,63000,69299,6300,2024-01-31 17:32:31.770,23127
12212835,2,2024-01-31,63900,70199,6300,2024-01-31 17:47:13.687,23111
12212903,2,2024-01-31,64800,71099,6300,2024-01-31 17:53:56.570,23126
12213229,2,2024-01-31,66600,72899,6300,2024-01-31 18:27:09.493,23115
12213626,3,2024-01-31,69300,76499,7200,2024-01-31 19:09:46.140,23117
12213629,3,2024-01-31,69300,78299,9000,2024-01-31 19:10:10.827,23104
12213629,3,2024-01-31,69300,78299,9000,2024-01-31 19:10:10.827,23105
12213629,3,2024-01-31,69300,78299,9000,2024-01-31 19:10:10.827,23106
12213677,2,2024-01-31,69300,75599,6300,2024-01-31 19:14:50.663,23127
12213679,2,2024-01-31,69300,75599,6300,2024-01-31 19:14:57.243,23126
12213801,5,2024-01-31,70200,77399,7200,2024-01-31 19:29:13.530,23107
12213804,1,2024-01-31,70200,76499,6300,2024-01-31 19:29:26.360,23124
12212110,2,2024-01-31,58500,64799,6300,2024-01-31 16:19:55.043,23113
12212121,3,2024-01-31,58500,65699,7200,2024-01-31 16:21:09.650,23121
12213458,1,2024-01-31,67500,73799,6300,2024-01-31 18:52:52.763,23128
12213925,2,2024-01-31,71100,77399,6300,2024-01-31 19:45:58.937,23121
12213929,3,2024-01-31,71100,78299,7200,2024-01-31 19:46:32.463,23119
12214091,2,2024-01-31,72900,79199,6300,2024-01-31 20:09:51.303,23113
12214121,2,2024-01-31,72900,79199,6300,2024-01-31 20:13:09.230,23122
12214128,6,2024-01-31,72900,80099,7200,2024-01-31 20:14:01.600,23125
12214341,1,2024-01-31,74700,80999,6300,2024-01-31 20:48:33.917,23127
12203614,2,2024-01-31,59400,65699,6300,2024-01-29 21:02:01.693,23125
12181287,3,2024-01-31,66600,73799,7200,2024-01-26 08:04:57.210,23112
12197141,2,2024-02-01,70200,76499,6300,2024-01-28 15:55:00.950,23119
12193023,2,2024-02-01,68400,74699,6300,2024-01-27 18:44:35.500,23109
12215649,2,2024-02-01,63000,69299,6300,2024-02-01 11:08:28.550,23102
12215997,2,2024-02-01,43200,49499,6300,2024-02-01 12:06:09.777,23121
12216001,2,2024-02-01,43200,49499,6300,2024-02-01 12:06:17.620,23128
12216146,3,2024-02-01,44100,51299,7200,2024-02-01 12:20:59.813,23117
12216702,2,2024-02-01,48600,54899,6300,2024-02-01 13:26:19.270,23121
12216709,2,2024-02-01,48600,54899,6300,2024-02-01 13:26:49.270,23113
12216735,2,2024-02-01,48600,54899,6300,2024-02-01 13:29:21.173,23115
12216206,3,2024-02-01,68400,75599,7200,2024-02-01 12:26:29.280,23110
12216911,1,2024-02-01,50400,56699,6300,2024-02-01 13:53:58.760,23132
12216940,5,2024-02-01,50400,57599,7200,2024-02-01 13:59:08.047,23108
12217767,2,2024-02-01,59400,65699,6300,2024-02-01 16:25:45.570,23120
12217768,2,2024-02-01,59400,65699,6300,2024-02-01 16:26:01.697,23126
12217769,2,2024-02-01,59400,65699,6300,2024-02-01 16:26:10.647,23128
12217770,2,2024-02-01,59400,65699,6300,2024-02-01 16:26:22.753,23109
12217772,2,2024-02-01,59400,65699,6300,2024-02-01 16:26:47.223,23129
12217858,2,2024-02-01,60300,66599,6300,2024-02-01 16:38:55.547,23111
12217937,2,2024-02-01,60300,66599,6300,2024-02-01 16:47:30.633,23110
12217497,2,2024-02-01,55800,62099,6300,2024-02-01 15:36:46.897,23113
12217499,2,2024-02-01,55800,62099,6300,2024-02-01 15:36:55.680,23117
12217501,1,2024-02-01,55800,62099,6300,2024-02-01 15:37:10.273,23126
12217502,1,2024-02-01,55800,62099,6300,2024-02-01 15:37:20.893,23128
12218235,2,2024-02-01,62100,68399,6300,2024-02-01 17:18:46.777,23127
12218297,2,2024-02-01,63000,69299,6300,2024-02-01 17:23:58.347,23123
12218332,3,2024-02-01,63000,70199,7200,2024-02-01 17:29:04.917,23115
12218560,3,2024-02-01,63900,71099,7200,2024-02-01 17:50:14.083,23109
12212022,2,2024-02-01,43200,49499,6300,2024-01-31 16:09:06.550,23101
12210469,4,2024-02-01,64800,71999,7200,2024-01-31 12:15:44.733,23118
12205675,2,2024-02-01,66600,72899,6300,2024-01-30 13:26:47.683,23128
12201324,2,2024-02-01,50400,56699,6300,2024-01-29 14:58:58.147,23113
12217592,2,2024-02-01,56700,62999,6300,2024-02-01 15:52:02.000,23127
12218662,2,2024-02-01,64800,71099,6300,2024-02-01 17:58:56.253,23121
12218672,5,2024-02-01,64800,71999,7200,2024-02-01 18:00:08.307,23108
12218689,4,2024-02-01,64800,71999,7200,2024-02-01 18:01:38.280,23117
12218845,2,2024-02-01,65700,71999,6300,2024-02-01 18:15:25.573,23111
12218856,2,2024-02-01,65700,71999,6300,2024-02-01 18:16:18.910,23129
12218888,2,2024-02-01,65700,71999,6300,2024-02-01 18:18:47.160,23120
12219024,5,2024-02-01,73800,80999,7200,2024-02-01 18:33:13.620,23108
12219088,2,2024-02-01,67500,73799,6300,2024-02-01 18:39:46.663,23128
12219338,1,2024-02-01,68400,74699,6300,2024-02-01 19:05:54.860,23117
12219380,4,2024-02-01,71100,78299,7200,2024-02-01 19:10:30.873,23111
12219500,2,2024-02-01,70200,76499,6300,2024-02-01 19:23:45.120,23113
12219502,1,2024-02-01,70200,76499,6300,2024-02-01 19:23:55.400,23112
12219519,2,2024-02-01,70200,76499,6300,2024-02-01 19:25:53.130,23128
12219546,4,2024-02-01,70200,77399,7200,2024-02-01 19:30:02.307,23123
12219561,1,2024-02-01,70200,76499,6300,2024-02-01 19:31:26.593,23132
12219563,2,2024-02-01,70200,76499,6300,2024-02-01 19:31:36.763,23122
12219566,2,2024-02-01,70200,76499,6300,2024-02-01 19:31:53.890,23129
12219568,2,2024-02-01,70200,76499,6300,2024-02-01 19:32:00.077,23130
12219610,2,2024-02-01,70200,76499,6300,2024-02-01 19:37:26.080,23127
12219733,2,2024-02-01,72000,78299,6300,2024-02-01 19:54:47.137,23112
12219810,2,2024-02-01,72000,78299,6300,2024-02-01 20:06:14.217,23120
12219873,2,2024-02-01,72900,79199,6300,2024-02-01 20:12:43.583,23128
12219985,4,2024-02-01,73800,80999,7200,2024-02-01 20:29:47.477,23110
12220121,1,2024-02-01,74700,80999,6300,2024-02-01 20:51:49.773,23128
12221799,2,2024-02-02,70200,76499,6300,2024-02-02 11:55:54.667,23097
12221854,2,2024-02-02,43200,49499,6300,2024-02-02 12:02:47.663,23128
12221864,2,2024-02-02,43200,49499,6300,2024-02-02 12:03:45.917,23127
12221923,3,2024-02-02,44100,51299,7200,2024-02-02 12:08:36.037,23121
12222028,4,2024-02-02,73800,80999,7200,2024-02-02 12:19:57.010,23117
12222096,2,2024-02-02,45000,51299,6300,2024-02-02 12:26:14.203,23120
12222103,2,2024-02-02,45000,51299,6300,2024-02-02 12:26:33.907,23109
12221104,2,2024-02-02,67500,73799,6300,2024-02-02 09:45:37.623,23102
12222306,2,2024-02-02,61200,67499,6300,2024-02-02 12:44:55.210,23129
12222368,3,2024-02-02,49500,56699,7200,2024-02-02 12:50:15.017,23112
12222715,2,2024-02-02,64800,71099,6300,2024-02-02 13:23:40.247,23106
12222802,4,2024-02-02,48600,55799,7200,2024-02-02 13:33:45.700,23110
12222804,4,2024-02-02,48600,55799,7200,2024-02-02 13:34:03.903,23111
12222808,2,2024-02-02,48600,54899,6300,2024-02-02 13:34:22.573,23117
12222809,2,2024-02-02,48600,54899,6300,2024-02-02 13:34:29.543,23115
